pmid,title,authors,pubdate,journal,pagerank_score,degree,betweenness_score,abstract
16553025,Evaluation of positive airway pressure treatment for sleep related breathing disorders in adults.,Gay P; Weaver T; Loube D; Iber C; Positive Airway Pressure Task Force; Standards of Practice Committee; American Academy of Sleep Medicine,2006 Mar,Sleep,0.002760897736959094,544,0.001066385451509154,"1. Sleep. 2006 Mar;29(3):381-401. doi: 10.1093/sleep/29.3.381.

Evaluation of positive airway pressure treatment for sleep related breathing 
disorders in adults.

Gay P(1), Weaver T, Loube D, Iber C; Positive Airway Pressure Task Force; 
Standards of Practice Committee; American Academy of Sleep Medicine.

Author information:
(1)Mayo Clinic, Rochester, MN 55905, USA. pgay@mayo.edu

Positive airway pressure (PAP) is used to treat obstructive sleep apnea (OSA), 
central sleep apnea (CSA), and chronic hypoventilation. This document provides a 
systematic analysis and grading of peer-reviewed, published clinical studies 
pertaining to application of PAP treatment in adults. The paper is divided into 
5 sections, each addressing a series of questions. The first section deals with 
whether efficacy and/or effectiveness have been demonstrated for continuous PAP 
(CPAP) treatment based on a variety of parameters and the level of OSA severity. 
Next, CPAP titration conducted with full, attended polysomnography in a sleep 
laboratory is compared with titration done under various other conditions. The 
third section investigates what can be expected regarding adherence and 
compliance with CPAP treatment as measured by subjective and objective methods 
and what factors may influence these parameters. Side effects and the influence 
of other specific factors on efficacy, effectiveness and safety of CPAP therapy 
are evaluated in the fourth section. Finally, the use of bilevel PAP therapy is 
reviewed for both patients with OSA and those with other selected nocturnal 
breathing disorders. Each section also contains a brief summary and suggestions 
for future research.

DOI: 10.1093/sleep/29.3.381
PMID: 16553025 [Indexed for MEDLINE]"
19255447,Cortical network functional connectivity in the descent to sleep.,Larson-Prior LJ; Zempel JM; Nolan TS; Prior FW; Snyder AZ; Raichle ME,2009 Mar 17,Proceedings of the National Academy of Sciences of the United States of America,0.002756180912248371,396,0.0,"1. Proc Natl Acad Sci U S A. 2009 Mar 17;106(11):4489-94. doi: 
10.1073/pnas.0900924106. Epub 2009 Mar 2.

Cortical network functional connectivity in the descent to sleep.

Larson-Prior LJ(1), Zempel JM, Nolan TS, Prior FW, Snyder AZ, Raichle ME.

Author information:
(1)Department of Radiology, Washington University School of Medicine, 4525 Scott 
Avenue, St. Louis, MO 63110, USA. lindap@npg.wustl.edu

Descent into sleep is accompanied by disengagement of the conscious brain from 
the external world. It follows that this process should be associated with 
reduced neural activity in regions of the brain known to mediate interaction 
with the environment. We examined blood oxygen dependent (BOLD) signal 
functional connectivity using conventional seed-based analyses in 3 primary 
sensory and 3 association networks as normal young adults transitioned from 
wakefulness to light sleep while lying immobile in the bore of a magnetic 
resonance imaging scanner. Functional connectivity was maintained in each 
network throughout all examined states of arousal. Indeed, correlations within 
the dorsal attention network modestly but significantly increased during light 
sleep compared to wakefulness. Moreover, our data suggest that neuronally 
mediated BOLD signal variance generally increases in light sleep. These results 
do not support the view that ongoing BOLD fluctuations primarily reflect 
unconstrained cognition. Rather, accumulating evidence supports the hypothesis 
that spontaneous BOLD fluctuations reflect processes that maintain the integrity 
of functional systems in the brain.

DOI: 10.1073/pnas.0900924106
PMCID: PMC2657465
PMID: 19255447 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest."
85544,REM sleep episodes during the Multple Sleep Latency Test in narcoleptic patients.,Mitler MM; Van den Hoed J; Carskadon MA; Richardson G; Park R; Guilleminault C; Dement WC,1979 Apr,Electroencephalography and clinical neurophysiology,0.0026319160371528405,16,0.0,"1. Electroencephalogr Clin Neurophysiol. 1979 Apr;46(4):479-81. doi: 
10.1016/0013-4694(79)90149-4.

REM sleep episodes during the Multple Sleep Latency Test in narcoleptic 
patients.

Mitler MM, Van den Hoed J, Carskadon MA, Richardson G, Park R, Guilleminault C, 
Dement WC.

Forty narcoleptic patients were given the Multiple Sleep Latency Test, 
consisting of 20 min opportunities to sleep offered at 10.00, 12.00, 14.00, 
16.00 and 18.00 o'clock. Eleven patients had 2 episodes of REM sleep, 5 had 3, 
11 had 4, and 13 had 5 before they were awakened. Fourteen control subjects 
given similar opportunities to sleep (reported in a companion article 
(Richardson et al. 1978)) had no REM sleep episodes. For the 10.00-18.00 o'clock 
opportunities respectively, there were 32, 29, 30, 28 and 27 REM sleep episodes. 
We conclude that this procedure can provide physicians with data useful in the 
diagnosis of narcolepsy.

DOI: 10.1016/0013-4694(79)90149-4
PMCID: PMC2391303
PMID: 85544 [Indexed for MEDLINE]"
7156657,Nocturnal determinants of daytime sleepiness.,Carskadon MA; Dement WC,1982,Sleep,0.002629004320500052,13,0.0,"1. Sleep. 1982;5 Suppl 2:S73-81. doi: 10.1093/sleep/5.s2.s73.

Nocturnal determinants of daytime sleepiness.

Carskadon MA, Dement WC.

DOI: 10.1093/sleep/5.s2.s73
PMID: 7156657 [Indexed for MEDLINE]"
11940685,Parkinson's disease and sleepiness: an integral part of PD.,Arnulf I; Konofal E; Merino-Andreu M; Houeto JL; Mesnage V; Welter ML; Lacomblez L; Golmard JL; Derenne JP; Agid Y,2002 Apr 9,Neurology,0.0022304817856528157,383,0.0,"1. Neurology. 2002 Apr 9;58(7):1019-24. doi: 10.1212/wnl.58.7.1019.

Parkinson's disease and sleepiness: an integral part of PD.

Arnulf I(1), Konofal E, Merino-Andreu M, Houeto JL, Mesnage V, Welter ML, 
Lacomblez L, Golmard JL, Derenne JP, Agid Y.

Author information:
(1)Fédération des Pathologies du Sommeil, Hôpital Pitié-Salpêtrière, Assistance 
Publique-Hôpitaux de Paris, France. isabelle.arnulf@psl.ap-hop-paris.fr

OBJECTIVE: To investigate the potential causes of excessive daytime sleepiness 
in patients with PD-poor sleep quality, abnormal sleep-wakefulness control, and 
treatment with dopaminergic agents.
METHODS: The authors performed night-time polysomnography and daytime multiple 
sleep latency tests in 54 consecutive levodopa-treated patients with PD referred 
for sleepiness, 27 of whom were also receiving dopaminergic agonists.
RESULTS: Sleep latency was 6.3 +/- 0.6 minutes (normal >8 minutes), and the 
Epworth Sleepiness score was 14.3 +/- 4.1 (normal <10). A narcolepsy-like 
phenotype (> or = 2 sleep-onset REM periods) was found in 39% of the patients, 
who were sleepier (4.6 +/- 0.9 minutes) than the other 61% of patients (7.4 +/- 
0.7 minutes). Periodic leg movement syndromes were rare (15%, range 16 to 43/h), 
but obstructive sleep apnea-hypopnea syndromes were frequent (20% of patients 
had an apnea-hypopnea index >15/h; range 15.1 to 50.0). Severity of sleepiness 
was weakly correlated with Epworth Sleepiness score (r = -0.34) and daily dose 
of levodopa (r = 0.30) but not with dopamine-agonist treatment, age, disease 
duration, parkinsonian motor disability, total sleep time, periodic leg 
movement, apnea-hypopnea, or arousal indices.
CONCLUSIONS: In patients with PD preselected for sleepiness, severity of 
sleepiness was not dependent on nocturnal sleep abnormalities, motor and 
cognitive impairment, or antiparkinsonian treatment. The results suggest that 
sleepiness-sudden onset of sleep-does not result from pharmacotherapy but is 
related to the pathology of PD.

DOI: 10.1212/wnl.58.7.1019
PMID: 11940685 [Indexed for MEDLINE]"
16376590,Distinguishing sleepiness and fatigue: focus on definition and measurement.,Shen J; Barbera J; Shapiro CM,2006 Feb,Sleep medicine reviews,0.002120222832825765,429,0.0004339742638396573,"1. Sleep Med Rev. 2006 Feb;10(1):63-76. doi: 10.1016/j.smrv.2005.05.004. Epub
2005  Dec 22.

Distinguishing sleepiness and fatigue: focus on definition and measurement.

Shen J(1), Barbera J, Shapiro CM.

Author information:
(1)Sleep Research Laboratory, Department of Psychiatry, University Health 
Network and University of Toronto, 399 Bathurst Street, 7M-417, Toronto, Ont., 
Canada M5T 2S8. jianhua.shen@utoronto.ca

Sleepiness and fatigue are two interrelated, but distinct phenomena; observed in 
a number of psychiatric, medical and primary sleep disorders. Despite their 
different implications in terms of diagnosis and treatment, these two terms are 
often used interchangeably, or merged under the more general lay term of 
'tired'. Sleepiness is multidimensional and has many causes (multidetermined) 
and distinguished from fatigue by a presumed impairment of the normal arousal 
mechanism. Despite its ubiquity, no clear consensus exits as yet as to what 
constitutes sleepiness. Definitions of sleepiness, to date, are at best 
operational definitions, conceptualized so as to produce specific assessment 
instruments. As a result, while a number of subjective and objective measurement 
tools have been developed to measure sleepiness, each only captures a limited 
aspect of an otherwise heterogeneous entity. Fatigue is an equally complex 
phenomenon, its nature captured by a number of conceptualizations and 
definitions. Measures of fatigue have remained subjective, with a 'gold 
standard' for its measurement remaining elusive. Despite a high prevalence and 
high degree of morbidity, fatigue has remained a relatively under appreciated 
symptom, from both a clinical and research point of view.

DOI: 10.1016/j.smrv.2005.05.004
PMID: 16376590 [Indexed for MEDLINE]"
9415943,Daytime sleepiness and sleep habits of Australian workers.,Johns M; Hocking B,1997 Oct,Sleep,0.0020097823963025137,352,0.0,"1. Sleep. 1997 Oct;20(10):844-9. doi: 10.1093/sleep/20.10.844.

Daytime sleepiness and sleep habits of Australian workers.

Johns M(1), Hocking B.

Author information:
(1)Sleep Disorders Unit, Epworth Hospital, Melbourne, Australia.

Excessive daytime sleepiness in the general community is a newly recognized 
problem about which there is little standardized information. Our aim was to 
measure the levels of daytime sleepiness and the prevalence of excessive daytime 
sleepiness in a sample of Australian workers and to relate that to their 
self-reported sleep habits at night and to their age, sex, and obesity. 
Sixty-five percent of all 507 employees working during the day for a branch of 
an Australian corporation answered a sleep questionnaire and the Epworth 
sleepiness scale (ESS) anonymously. Normal sleepers, without any evidence of a 
sleep disorder, had ESS scores between 0 and 10, with a mean of 4.6 +/- 2.8 
(standard deviation). They were clearly separated from the ""sleepy"" patients 
suffering from narcolepsy or idiopathic hypersomnia whose ESS scores were in the 
range 12-24, as described previously. ESS scores > 10 were taken to represent 
excessive daytime sleepiness, the prevalence of which was 10.9%. This was not 
related significantly to age (22-59 years), sex, obesity, or the use of hypnotic 
drugs but was related significantly but weakly to sleep-disordered breathing 
(frequency of snoring and apneas), the presence of insomnia, and reduced time 
spent in bed (insufficient sleep).

DOI: 10.1093/sleep/20.10.844
PMID: 9415943 [Indexed for MEDLINE]"
9634264,"Sleepiness, driving, and motor vehicle crashes. Council on Scientific Affairs, American Medical Association.",Lyznicki JM; Doege TC; Davis RM; Williams MA,1998 Jun 17,JAMA,0.002009493050143395,298,0.0004370894599814405,"1. JAMA. 1998 Jun 17;279(23):1908-13. doi: 10.1001/jama.279.23.1908.

Sleepiness, driving, and motor vehicle crashes. Council on Scientific Affairs, 
American Medical Association.

Lyznicki JM(1), Doege TC, Davis RM, Williams MA.

Author information:
(1)Council on Scientific Affairs, American Medical Association, Chicago, IL 
60610, USA.

Comment in
    JAMA. 1999 Jan 13;281(2):134; author reply 134-5.
    JAMA. 1999 Jan 13;281(2):134-5.

OBJECTIVE: To assess the contribution of driver sleepiness to highway crashes 
and review recent recommendations to change federal hours-of-service regulations 
for commercial motor vehicle drivers.
DATA SOURCES: Information was derived from a search of the MEDLINE, 
Transportation Research Information Service (TRIS), and Bibliographic Electronic 
Databases of Sleep (BEDS) databases from 1975 through 1997 and from manual 
review of the reference lists in relevant journal articles, government 
publications, conference proceedings, and textbooks.
DATA SYNTHESIS: Driver sleepiness is a causative factor in 1% to 3% of all US 
motor vehicle crashes. Surveys of the prevalence of sleepy behavior in drivers 
suggest that sleepiness may be a more common cause of highway crashes than is 
reflected in these estimates. About 96% of sleep-related crashes involve 
passenger vehicle drivers and 3% involve drivers of large trucks. Risk factors 
include youth, shift work, alcohol and other drug use, over-the-counter and 
prescription medications, and sleep disorders.
CONCLUSIONS: Increased awareness of the relationship between sleepiness and 
motor vehicle crashes will promote the health and safety of drivers and highway 
users. Physicians can contribute by encouraging good sleep habits, recognizing 
and treating sleep-related problems, and counseling patients about the risks of 
driving while sleepy. To protect public health and safety, the American Medical 
Association recommends continued research on devices and technologies to detect 
the signs of sleepiness and prevent the deterioration of driver alertness and 
performance. Educational programs about the risks of falling asleep while 
driving are needed for physicians, the public, and commercial truck drivers.

DOI: 10.1001/jama.279.23.1908
PMID: 9634264 [Indexed for MEDLINE]"
6652267,Effects of uvulopalatopharyngoplasty on the daytime sleepiness associated with sleep apnea syndrome.,Zorick F; Roehrs T; Conway W; Fujita S; Wittig R; Roth T,1983 Nov-Dec,Bulletin europeen de physiopathologie respiratoire,0.0018488694368427037,5,0.0,"1. Bull Eur Physiopathol Respir. 1983 Nov-Dec;19(6):600-3.

Effects of uvulopalatopharyngoplasty on the daytime sleepiness associated with 
sleep apnea syndrome.

Zorick F, Roehrs T, Conway W, Fujita S, Wittig R, Roth T.

Pre- and post-treatment nocturnal polysomnography and multiple sleep latency 
tests (MSLT) were done in thirty-one patients with obstructive sleep apnea 
syndrome who underwent uvulopalatopharyngoplasty. The treatment reduced by half 
the frequency of apneas and hypoxemia occurring during sleep and improved the 
excessive daytime sleepiness, but not all patients responded similarly. Among 
patients classified as responders, the frequency of apnea was reduced to a level 
seen in healthy adults of the same age, measures of sleep approached normal, and 
excessive sleepiness was eliminated. In nonresponders, frequency of apneas and 
consequent disruption of sleep was not reduced, but hypoxemia was improved. The 
MSLT differentiated responders from nonresponders who showed no MSLT 
improvement, although 70% reported a subjective improvement in excessive 
sleepiness. Measures of the apneas' disruptive effect on sleep and not its 
hypoxemic consequences were most predictive of improvement in excessive 
sleepiness.

PMID: 6652267 [Indexed for MEDLINE]"
19820814,Portuguese-language version of the Epworth sleepiness scale: validation for use in Brazil.,Bertolazi AN; Fagondes SC; Hoff LS; Pedro VD; Menna Barreto SS; Johns MW,2009 Sep,Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia,0.0018217738709524086,335,0.0,"1. J Bras Pneumol. 2009 Sep;35(9):877-83. doi: 10.1590/s1806-37132009000900009.

Portuguese-language version of the Epworth sleepiness scale: validation for use 
in Brazil.

[Article in English, Portuguese]

Bertolazi AN(1), Fagondes SC, Hoff LS, Pedro VD, Menna Barreto SS, Johns MW.

Author information:
(1)Santa Maria University Hospital, Federal University of Santa Maria, Santa 
Maria, Brazil. alessa.bertolazzi@terra.com.br

OBJECTIVE: The aim of this study was to develop a Portuguese-language version of 
the Epworth sleepiness scale (ESS) for use in Brazil.
METHODS: The steps involved in creating the ESS in Brazilian Portuguese (ESS-BR) 
were as follows: translation; back-translation; comparison (by a committee) 
between the translation and the back-translation; and testing in bilingual 
individuals. The ESS-BR was applied to a group of patients who were submitted to 
overnight polysomnography in order to identify obstructive sleep apnea-hypopnea 
syndrome (OSAHS), insomnia and primary snoring. A control group was composed of 
subjects with a history of normal sleep habits, without reported snoring.
RESULTS: A total of 114 patients and 21 controls were included. The 8-item 
scores of the ESS-BR had an overall reliability coefficient of 0.83. The study 
group was composed of 59 patients with OSAHS, 34 patients with primary snoring 
and 21 patients with insomnia. One-way ANOVA demonstrated significant 
differences in ESS-BR scores among the four diagnostic groups (p < 0.001). 
Post-hoc tests between groups showed that the ESS-BR scores of the patients with 
insomnia did not differ from those of the controls (p > 0.05). The ESS-BR scores 
were significantly higher for OSAHS patients and for primary snorers than for 
controls (p < 0.05). In addition, the scores for OSAHS patients were 
significantly higher than were those for primary snorers (p < 0.05).
CONCLUSIONS: The results of the present study demonstrate that the ESS-BR is a 
valid and reliable instrument for the assessment of daytime sleepiness, 
equivalent to its original version when applied to individuals who speak 
Brazilian Portuguese.

DOI: 10.1590/s1806-37132009000900009
PMID: 19820814 [Indexed for MEDLINE]"
19484833,Evidence-based recommendations for the assessment and management of sleep disorders in older persons.,Bloom HG; Ahmed I; Alessi CA; Ancoli-Israel S; Buysse DJ; Kryger MH; Phillips BA; Thorpy MJ; Vitiello MV; Zee PC,2009 May,Journal of the American Geriatrics Society,0.001816317994837118,520,0.0012484223437802405,"1. J Am Geriatr Soc. 2009 May;57(5):761-89. doi:
10.1111/j.1532-5415.2009.02220.x.

Evidence-based recommendations for the assessment and management of sleep 
disorders in older persons.

Bloom HG(1), Ahmed I, Alessi CA, Ancoli-Israel S, Buysse DJ, Kryger MH, Phillips 
BA, Thorpy MJ, Vitiello MV, Zee PC.

Author information:
(1)International Longevity Center-USA, 60 East 86th Street New York, NY 10028, 
USA. HarrisonB@ilcusa.org

Comment in
    J Am Geriatr Soc. 2009 Nov;57(11):2173-4. doi: 
10.1111/j.1532-5415.2009.02549.x.

Sleep-related disorders are most prevalent in the older adult population. A high 
prevalence of medical and psychosocial comorbidities and the frequent use of 
multiple medications, rather than aging per se, are major reasons for this. A 
major concern, often underappreciated and underaddressed by clinicians, is the 
strong bidirectional relationship between sleep disorders and serious medical 
problems in older adults. Hypertension, depression, cardiovascular disease, and 
cerebrovascular disease are examples of diseases that are more likely to develop 
in individuals with sleep disorders. Conversely, individuals with any of these 
diseases are at a higher risk of developing sleep disorders. The goals of this 
article are to help guide clinicians in their general understanding of sleep 
problems in older persons, examine specific sleep disorders that occur in older 
persons, and suggest evidence- and expert-based recommendations for the 
assessment and treatment of sleep disorders in older persons. No such 
recommendations are available to help clinicians in their daily patient care 
practices. The four sections in the beginning of the article are titled, 
Background and Significance, General Review of Sleep, Recommendations 
Development, and General Approach to Detecting Sleep Disorders in an Ambulatory 
Setting. These are followed by overviews of specific sleep disorders: Insomnia, 
Sleep Apnea, Restless Legs Syndrome, Circadian Rhythm Sleep Disorders, 
Parasomnias, Hypersomnias, and Sleep Disorders in Long-Term Care Settings. 
Evidence- and expert- based recommendations, developed by a group of sleep and 
clinical experts, are presented after each sleep disorder.

DOI: 10.1111/j.1532-5415.2009.02220.x
PMCID: PMC2748127
PMID: 19484833 [Indexed for MEDLINE]"
9287232,The sleep of long-haul truck drivers.,Mitler MM; Miller JC; Lipsitz JJ; Walsh JK; Wylie CD,1997 Sep 11,The New England journal of medicine,0.0017942866019678004,221,0.0,"1. N Engl J Med. 1997 Sep 11;337(11):755-61. doi: 10.1056/NEJM199709113371106.

The sleep of long-haul truck drivers.

Mitler MM(1), Miller JC, Lipsitz JJ, Walsh JK, Wylie CD.

Author information:
(1)Scripps Clinic and Research Foundation, La Jolla, Calif. 92037-1205, USA.

Comment in
    N Engl J Med. 1997 Sep 11;337(11):783-4. doi: 10.1056/NEJM199709113371111.
    N Engl J Med. 1998 Feb 5;338(6):389; author reply 391. doi: 
10.1056/NEJM199802053380611.
    N Engl J Med. 1998 Feb 5;338(6):389-90; author reply 391.
    N Engl J Med. 1998 Feb 5;338(6):390; author reply 391.

BACKGROUND: Fatigue and sleep deprivation are important safety issues for 
long-haul truck drivers.
METHODS: We conducted round-the-clock electrophysiologic and performance 
monitoring of four groups of 20 male truck drivers who were carrying 
revenue-producing loads. We compared four driving schedules, two in the United 
States (five 10-hour trips of day driving beginning about the same time each day 
or of night driving beginning about 2 hours earlier each day) and two in Canada 
(four 13-hour trips of late-night-to-morning driving beginning at about the same 
time each evening or of afternoon-to-night driving beginning 1 hour later each 
day).
RESULTS: Drivers averaged 5.18 hours in bed per. day and 4.78 hours of 
electrophysiologically verified sleep per day over the five-day study (range, 
3.83 hours of sleep for those on the steady 13-hour night schedule to 5.38 hours 
of sleep for those on the steady 10-hour day schedule). These values compared 
with a mean (+/-SD) self-reported ideal amount of sleep of 7.1+/-1 hours a day. 
For 35 drivers (44 percent), naps augmented the sleep obtained by an average of 
0.45+/-0.31 hour. No crashes or other vehicle mishaps occurred. Two drivers had 
undiagnosed sleep apnea, as detected by polysomnography. Two other drivers had 
one episode each of stage 1 sleep while driving, as detected by 
electroencephalography. Forty-five drivers (56 percent) had at least 1 
six-minute interval of drowsiness while driving, as judged by analysis of video 
recordings of their faces; 1067 of the 1989 six-minute segments (54 percent) 
showing drowsy drivers involved just eight drivers.
CONCLUSIONS: Long-haul truck drivers in this study obtained less sleep than is 
required for alertness on the job. The greatest vulnerability to sleep or 
sleep-like states is in the late night and early morning.

DOI: 10.1056/NEJM199709113371106
PMCID: PMC2430925
PMID: 9287232 [Indexed for MEDLINE]"
6111825,Cumulative effects of sleep restriction on daytime sleepiness.,Carskadon MA; Dement WC,1981 Mar,Psychophysiology,0.0017295547232320896,16,0.0,"1. Psychophysiology. 1981 Mar;18(2):107-13. doi: 
10.1111/j.1469-8986.1981.tb02921.x.

Cumulative effects of sleep restriction on daytime sleepiness.

Carskadon MA, Dement WC.

DOI: 10.1111/j.1469-8986.1981.tb02921.x
PMID: 6111825 [Indexed for MEDLINE]"
21830266,A population-based study of fatigue and sleep difficulties in inflammatory bowel disease.,Graff LA; Vincent N; Walker JR; Clara I; Carr R; Ediger J; Miller N; Rogala L; Rawsthorne P; Lix L; Bernstein CN,2011 Sep,Inflammatory bowel diseases,0.0017166985780155731,268,0.0,"1. Inflamm Bowel Dis. 2011 Sep;17(9):1882-9. doi: 10.1002/ibd.21580. Epub 2010
Dec  22.

A population-based study of fatigue and sleep difficulties in inflammatory bowel 
disease.

Graff LA(1), Vincent N, Walker JR, Clara I, Carr R, Ediger J, Miller N, Rogala 
L, Rawsthorne P, Lix L, Bernstein CN.

Author information:
(1)University of Manitoba Inflammatory Bowel Disease Clinical and Research 
Centre, Winnipeg, Manitoba, Canada. lgraff@hsc.mb.ca

BACKGROUND: There has been little investigation of fatigue, a common symptom in 
inflammatory bowel disease (IBD). The aim of this study was to evaluate fatigue 
more comprehensively, considering relationships with psychological and 
biological factors simultaneously in a population-based IBD community sample.
METHODS: Manitoba IBD Cohort Study participants (n = 318; 51% Crohn's disease 
[CD]) were assessed by survey, interview, and blood sample. Fatigue, sleep 
quality, daytime drowsiness, stress, psychological distress, and quality of life 
were measured with validated scales. Hemoglobin (Hg) and C-reactive protein 
(CRP) levels were also obtained. Differences were tested across disease activity 
and disease subtype.
RESULTS: Elevated CRP was found for 23% of the sample and 12% were anemic; 46% 
had active disease. Overall, 72% of those with active and 30% with inactive 
disease reached clinical thresholds for fatigue (Multidimensional Fatigue 
Inventory; P < 0.001); 77% and 49% of those with active or inactive disease, 
respectively, experienced poor sleep (P < 0.001). There were few differences 
between those with CD and ulcerative colitis (UC) on the factors assessed, 
except for higher CRP levels in CD (mean 8.8 versus 5.3, P < 0.02). Multiple 
logistic regression analyses found that elevated fatigue was associated with 
active disease (odds ratio [OR] 4.2, 95% confidence interval [CI] 2.2-7.8), poor 
sleep quality (OR 4.0, 95% CI 1.9-8.6), and perceived stress (OR 4.2, 95% CI 
2.2-8.1), but not with hours of sleep, Hg, or CRP.
CONCLUSIONS: Fatigue and poor sleep are not only highly prevalent in active 
disease, but both are still significant concerns for many with inactive disease. 
Psychological factors are associated with fatigue in IBD in addition to disease 
and sleep considerations.

Copyright © 2010 Crohn's & Colitis Foundation of America, Inc.

DOI: 10.1002/ibd.21580
PMID: 21830266 [Indexed for MEDLINE]"
29699914,Risk factors for non-motor symptoms in Parkinson's disease.,Marinus J; Zhu K; Marras C; Aarsland D; van Hilten JJ,2018 Jun,The Lancet. Neurology,0.0016990079608786026,307,0.00015810611359927537,"1. Lancet Neurol. 2018 Jun;17(6):559-568. doi: 10.1016/S1474-4422(18)30127-3.
Epub  2018 Apr 23.

Risk factors for non-motor symptoms in Parkinson's disease.

Marinus J(1), Zhu K(2), Marras C(3), Aarsland D(4), van Hilten JJ(2).

Author information:
(1)Department of Neurology, Leiden University Medical Center, Leiden, 
Netherlands. Electronic address: j.marinus@lumc.nl.
(2)Department of Neurology, Leiden University Medical Center, Leiden, 
Netherlands.
(3)The Morton and Gloria Shulman Movement Disorders Centre and the Edmond J 
Safra Program in Parkinson's Research, University Health Network, University of 
Toronto, Toronto, ON, Canada.
(4)Department of Old Age Psychiatry, Institute of Psychiatry, Psychology and 
Neuroscience, King's College London, London, UK; Centre for Age-Related 
Medicine, Stavanger University, Stavanger, Norway.

Non-motor symptoms (NMS) of Parkinson's disease can be predominant as the 
disease advances, thereby constituting a major source of disease burden for 
patients and caregivers. However, current understanding of NMS is incomplete, 
particularly as a result of the absence of standardisation of outcome 
definitions and the heterogeneity of the risk factors that are assessed. The 
best data on risk factors for NMS in Parkinson's disease come from longitudinal 
studies, with the strongest evidence identifying factors for cognitive 
impairment and dementia, hallucinations, depression, apathy, excessive daytime 
sleepiness, insomnia, and impulse-control disorders. Cognitive impairment, 
hallucinations, and depression have several common risk factors, and many other 
NMS share a few risk factors, showing the interdependence between NMS with 
advancing Parkinson's disease. Disease severity, sex, age, and antiparkinsonian 
medication might have roles in the development of different NMS, although only 
antiparkinsonian medication is potentially modifiable. Until disease-modifying 
therapies are developed, increased knowledge of risk factors could ameliorate 
early identification of patients who are at an increased risk of developing 
specific NMS and potentially allow improvement of symptom management or 
prevention of specific NMS.

Copyright © 2018 Elsevier Ltd. All rights reserved.

DOI: 10.1016/S1474-4422(18)30127-3
PMID: 29699914 [Indexed for MEDLINE]"
6111835,Multiple naps and the evaluation of daytime sleepiness in patients with upper airway sleep apnea.,Roth T; Hartse KM; Zorick F; Conway W,1980,Sleep,0.001683050046251798,15,0.0,"1. Sleep. 1980;3(3-4):425-39.

Multiple naps and the evaluation of daytime sleepiness in patients with upper 
airway sleep apnea.

Roth T, Hartse KM, Zorick F, Conway W.

PMID: 6111835 [Indexed for MEDLINE]"
11834652,Severe obstructive sleep apnea is associated with left ventricular diastolic dysfunction.,Fung JW; Li TS; Choy DK; Yip GW; Ko FW; Sanderson JE; Hui DS,2002 Feb,Chest,0.0016316422413578102,258,0.0,"1. Chest. 2002 Feb;121(2):422-9. doi: 10.1378/chest.121.2.422.

Severe obstructive sleep apnea is associated with left ventricular diastolic 
dysfunction.

Fung JW(1), Li TS, Choy DK, Yip GW, Ko FW, Sanderson JE, Hui DS.

Author information:
(1)Division of Cardiology, Department of Medicine and Therapeutics, Chinese 
University of Hong Kong, Prince of Wales Hospital, Shatin, New Territories, Hong 
Kong.

INTRODUCTION: Hypertension is common in patients with obstructive sleep apnea 
(OSA). However, the effect of OSA on ventricular function, especially diastolic 
function, is not clear. Therefore, we have assessed the prevalence of diastolic 
dysfunction in patients with OSA and the relationship between diastolic 
parameters and severity of OSA.
METHODS: Sixty-eight consecutive patients with OSA confirmed by polysomnography 
underwent echocardiography. Diastolic function of the left ventricle was 
determined by transmitral valve pulse-wave Doppler echocardiography. Various 
baseline characteristics, severity of OSA, and echocardiographic parameters were 
compared between patients with and without diastolic dysfunction.
RESULTS: There were 61 male and 7 female patients with a mean age of 48.1 +/- 
11.1 years, body mass index of 28.5 +/- 4.3 kg/m(2), and apnea/hypopnea index 
(AHI) of 44.3 +/- 23.2/h (mean +/- SD). An abnormal relaxation pattern (ARP) in 
diastole was noted in 25 patients (36.8%). Older age (52.7 +/- 8.9 years vs 45.1 
+/- 11.3 years, p = 0.005), hypertension (56% vs 20%, p = 0.002), and a lower 
minimum pulse oximetric saturation (SpO(2)) during sleep (70.5 +/- 17.9% vs 78.8 
+/- 12.9%, respectively; p = 0.049) were more common in patients with ARP. By 
multivariate analysis, minimum SpO(2) < 70% was an independent predictor of ARP 
(odds ratio, 4.34; 95% confidence interval, 1.23 to 15.25; p = 0.02) 
irrespective of age and hypertension. Patients with AHI > or = 40/h had 
significantly longer isovolumic relaxation times than those with AHI < 40/h (106 
+/- 19 ms vs 93 +/- 17 ms, respectively; p = 0.005).
CONCLUSION: Diastolic dysfunction with ARP was common in patients with OSA. More 
severe sleep apnea was associated with a higher degree of left ventricular 
diastolic dysfunction in this study.

DOI: 10.1378/chest.121.2.422
PMID: 11834652 [Indexed for MEDLINE]"
