pmid,citation_count,relative_citation_ratio,field_citation_rate,year_icite
6522900,0,0.0,,1984
6541218,16,0.48,4.661666333303774,1984
6612405,0,0.0,0.2641509433962264,1983
6665394,60,2.56,3.196806817645403,1983
6752603,21,1.7,1.62639043469443,1982
6842220,23,1.05,2.9707012164247657,1983
6853451,9,0.55,2.1675129772572204,1983
6872490,0,0.0,,1983
6879792,0,0.0,,1983
7013638,34,1.5,3.16974083878834,1981
7082449,8,0.38,2.967713491618423,1982
7088739,0,0.0,,1982
7188628,31,1.43,3.304790304906227,1980
7232969,123,6.23,2.7420050517192225,1981
7257375,9,0.41,3.106375116369917,1981
7326610,152,6.4,3.337813227896726,1981
7365175,46,3.75,1.8088422707029317,1980
8423911,88,3.47,3.27731450369983,1993
85544,144,7.36,3.386872028530904,1979
984224,30,1.55,3.0677393417073744,1976
